dataset,instance_id,repo,base_commit,version,language,has_image_url,repo_order,repo_quota,provisional_selected,environment_status,gold_control_status
swe,diegomura__react-pdf-1306,diegomura/react-pdf,721113e72e73b308caa7dd82b0776418e76c491b,2.0,JavaScript/TypeScript,True,2,5,True,not_run,not_run
swe,diegomura__react-pdf-433,diegomura/react-pdf,f508d4e9938e80e888deb2dc8cada6d84e116427,1.1,JavaScript/TypeScript,True,3,5,True,not_run,not_run
swe,diegomura__react-pdf-1341,diegomura/react-pdf,c961db4bf2ba81581c7c0eda02e9fc5f5ef78f01,2.0,JavaScript/TypeScript,True,4,5,True,not_run,not_run
swe,diegomura__react-pdf-1552,diegomura/react-pdf,7acd39fa1b60d2379e48584964d8c4643aa473be,2.0,JavaScript/TypeScript,True,5,5,True,not_run,not_run
swe,markedjs__marked-1535,markedjs/marked,2df12a7f2a0544a979efc49ab9ee4407354002eb,0.7,JavaScript/TypeScript,True,1,7,True,not_run,not_run
swe,markedjs__marked-1825,markedjs/marked,da071c9e408faceec944c0df4b8d4fac43c47d3d,1.2,JavaScript/TypeScript,True,2,7,True,not_run,not_run
swe,markedjs__marked-684,markedjs/marked,86214bbce13ab5f2cd5faac3adb5d31653be782e,0.5,JavaScript/TypeScript,True,3,7,True,not_run,not_run
swe,markedjs__marked-1435,markedjs/marked,ae9484d35939d2bf72e038c0977cb2eeab4495f7,0.6,JavaScript/TypeScript,True,4,7,True,not_run,not_run
swe,markedjs__marked-2627,markedjs/marked,2c9728da0c36ba30ac91362bdcd93bdc63a1bd35,4.1,JavaScript/TypeScript,True,5,7,True,not_run,not_run
swe,markedjs__marked-1674,markedjs/marked,0cd85983ce810c5f833c939cdf66b341dc2d6825,1.0,JavaScript/TypeScript,True,6,7,True,not_run,not_run
swe,markedjs__marked-2483,markedjs/marked,b01ae92d1a57cfda9f8dc82c11b152db3a77cc8d,4.0,JavaScript/TypeScript,True,7,7,True,not_run,not_run
swe,processing__p5.js-6111,processing/p5.js,113b99ea8b249285f1ba2c09d869f0288a256cd4,1.6,JavaScript/TypeScript,True,1,8,True,not_run,not_run
swe,processing__p5.js-3709,processing/p5.js,5561fd0b2c378132fc3cc6705fc3f72463a0e03c,0.8,JavaScript/TypeScript,True,2,8,True,not_run,not_run
swe,processing__p5.js-5917,processing/p5.js,ce831a839b6ab8792adc31cdf1942ea89d69e29b,1.5,JavaScript/TypeScript,True,3,8,True,not_run,not_run
swe,processing__p5.js-5794,processing/p5.js,aeda6d2f54b8567bababa6a01676e613e3513088,1.4,JavaScript/TypeScript,True,4,8,True,not_run,not_run
swe,processing__p5.js-5555,processing/p5.js,196d3afbf44de116c84936ff20cf4a5b8056ccb7,1.4,JavaScript/TypeScript,True,5,8,True,not_run,not_run
swe,processing__p5.js-5970,processing/p5.js,69702de9f245b2b960fa24f127e5e3b2b3d21ecc,1.5,JavaScript/TypeScript,True,6,8,True,not_run,not_run
swe,processing__p5.js-5915,processing/p5.js,caa727cd577b71df22a4234aa62d3fa3de887655,1.5,JavaScript/TypeScript,True,7,8,True,not_run,not_run
swe,processing__p5.js-4561,processing/p5.js,4364d604c4cd527b39449c07febc76dde1a4fab6,1.0,JavaScript/TypeScript,True,8,8,True,not_run,not_run
