dataset,instance_id,repo,base_commit,version,language,has_image_url,repo_order,repo_quota,provisional_selected,environment_status,gold_control_status
swe,Automattic__wp-calypso-26335,Automattic/wp-calypso,1afcc6abc9e3e772d27086374d0a1b6e5a733a67,10.6.0,JavaScript/TypeScript,True,31,18,False,not_run,not_run
swe,Automattic__wp-calypso-31830,Automattic/wp-calypso,09c44691e663a6f2173fe7bc15d7e3b6dc299afb,10.15.2,JavaScript/TypeScript,True,32,18,False,not_run,not_run
swe,Automattic__wp-calypso-26286,Automattic/wp-calypso,e9d12f1585da7f7bd4ee03f47f43bfd7a2247ab8,10.6.0,JavaScript/TypeScript,True,33,18,False,not_run,not_run
swe,chartjs__Chart.js-9871,chartjs/Chart.js,6bc47d3cea5ac0f496dc1b6bd53ed2fa5e1446d1,3.6,JavaScript/TypeScript,True,1,12,True,not_run,not_run
swe,chartjs__Chart.js-9199,chartjs/Chart.js,599e23abfd1bb3545e350d62647f19911125872b,3.3,JavaScript/TypeScript,True,2,12,True,not_run,not_run
swe,chartjs__Chart.js-9399,chartjs/Chart.js,31be6100015fbca3b639bcd63f9d03b52f21e171,3.4,JavaScript/TypeScript,True,3,12,True,not_run,not_run
swe,chartjs__Chart.js-8650,chartjs/Chart.js,420aa027b305c91380d96d05e39db2767ec1333a,3.0,JavaScript/TypeScript,True,4,12,True,not_run,not_run
swe,chartjs__Chart.js-8162,chartjs/Chart.js,e3953acf1edb80c3e99c53ea22634304f3c31afa,3.0,JavaScript/TypeScript,True,5,12,True,not_run,not_run
swe,chartjs__Chart.js-9027,chartjs/Chart.js,e021a77214daecbca0502da9d4245acbc2c46a1e,3.2,JavaScript/TypeScript,True,6,12,True,not_run,not_run
swe,chartjs__Chart.js-9764,chartjs/Chart.js,12c5f9a8396f2a472f331ef772d6c7ba5cd62513,3.5,JavaScript/TypeScript,True,7,12,True,not_run,not_run
swe,chartjs__Chart.js-8567,chartjs/Chart.js,91628c144944029505de093c43733961ab4f420f,3.0,JavaScript/TypeScript,True,8,12,True,not_run,not_run
swe,chartjs__Chart.js-9766,chartjs/Chart.js,12c5f9a8396f2a472f331ef772d6c7ba5cd62513,3.5,JavaScript/TypeScript,True,9,12,True,not_run,not_run
swe,chartjs__Chart.js-9101,chartjs/Chart.js,927f24a809834100c138dc70cffd9e9b920478a5,3.2,JavaScript/TypeScript,True,10,12,True,not_run,not_run
swe,chartjs__Chart.js-8868,chartjs/Chart.js,ba84cc5c2aaf500739b202702fac24da74ede50d,3.0,JavaScript/TypeScript,True,11,12,True,not_run,not_run
swe,chartjs__Chart.js-10157,chartjs/Chart.js,c80b1450f55189a03bf3781e04559eb9b68f2129,3.7,JavaScript/TypeScript,True,12,12,True,not_run,not_run
swe,chartjs__Chart.js-10806,chartjs/Chart.js,c35d0c6e48ece06b2f420e3804c5f7267820d129,4.0,JavaScript/TypeScript,True,13,12,False,not_run,not_run
swe,chartjs__Chart.js-9613,chartjs/Chart.js,8d68b119bcb95af182cc69d42acad8490af53d3e,3.5,JavaScript/TypeScript,True,14,12,False,not_run,not_run
swe,chartjs__Chart.js-8710,chartjs/Chart.js,bbf298f4614c058e2ec86329566a56bfcd8bc685,3.0,JavaScript/TypeScript,True,15,12,False,not_run,not_run
swe,chartjs__Chart.js-8593,chartjs/Chart.js,275fdaf3dad77908053e4598a52093f671dc7b9e,3.0,JavaScript/TypeScript,True,16,12,False,not_run,not_run
swe,chartjs__Chart.js-8705,chartjs/Chart.js,74f2f85ec3798e9d72c9b40aaac01aa4b4d8658e,3.0,JavaScript/TypeScript,True,17,12,False,not_run,not_run
swe,chartjs__Chart.js-11352,chartjs/Chart.js,201ddffa1d0d0bf61a4372ff1386dbcffd606850,4.3,JavaScript/TypeScript,True,18,12,False,not_run,not_run
swe,chartjs__Chart.js-8867,chartjs/Chart.js,ba84cc5c2aaf500739b202702fac24da74ede50d,3.0,JavaScript/TypeScript,True,19,12,False,not_run,not_run
swe,chartjs__Chart.js-10301,chartjs/Chart.js,5c3dc932b615afa61580d06950712f79cfc7c4ef,3.7,JavaScript/TypeScript,True,20,12,False,not_run,not_run
swe,chartjs__Chart.js-9678,chartjs/Chart.js,8e68481ec4e29599660332f58967f439fb2ef17c,3.5,JavaScript/TypeScript,True,21,12,False,not_run,not_run
swe,chartjs__Chart.js-7951,chartjs/Chart.js,6dbb7e74462d5b7dedf2124a622a3e678964dd83,3.0,JavaScript/TypeScript,True,22,12,False,not_run,not_run
swe,diegomura__react-pdf-1363,diegomura/react-pdf,6e1550c4c722cddbda9c09d3d375d37f477b7b3d,2.0,JavaScript/TypeScript,True,1,5,True,not_run,not_run
swe,diegomura__react-pdf-1306,diegomura/react-pdf,721113e72e73b308caa7dd82b0776418e76c491b,2.0,JavaScript/TypeScript,True,2,5,True,not_run,not_run
swe,diegomura__react-pdf-433,diegomura/react-pdf,f508d4e9938e80e888deb2dc8cada6d84e116427,1.1,JavaScript/TypeScript,True,3,5,True,not_run,not_run
swe,diegomura__react-pdf-1341,diegomura/react-pdf,c961db4bf2ba81581c7c0eda02e9fc5f5ef78f01,2.0,JavaScript/TypeScript,True,4,5,True,not_run,not_run
swe,diegomura__react-pdf-1552,diegomura/react-pdf,7acd39fa1b60d2379e48584964d8c4643aa473be,2.0,JavaScript/TypeScript,True,5,5,True,not_run,not_run
swe,diegomura__react-pdf-2400,diegomura/react-pdf,a37d927f54d7f367416788979e4b5a8248532952,2.0,JavaScript/TypeScript,True,6,5,False,not_run,not_run
swe,diegomura__react-pdf-1541,diegomura/react-pdf,bef5d6e39ee877fb0ca6957652984dda09e1cb71,2.0,JavaScript/TypeScript,True,7,5,False,not_run,not_run
swe,diegomura__react-pdf-1280,diegomura/react-pdf,2a8152e66e02cf71406fb96e3c49642946a24be0,2.0,JavaScript/TypeScript,True,8,5,False,not_run,not_run
swe,diegomura__react-pdf-1178,diegomura/react-pdf,b2470486463164cea0a887439758a5d75a31f446,2.0,JavaScript/TypeScript,True,9,5,False,not_run,not_run
swe,diegomura__react-pdf-471,diegomura/react-pdf,23b89c2869f75f4f843522de5e348c2f92e87a67,1.2,JavaScript/TypeScript,True,10,5,False,not_run,not_run
swe,markedjs__marked-1535,markedjs/marked,2df12a7f2a0544a979efc49ab9ee4407354002eb,0.7,JavaScript/TypeScript,True,1,7,True,not_run,not_run
swe,markedjs__marked-1825,markedjs/marked,da071c9e408faceec944c0df4b8d4fac43c47d3d,1.2,JavaScript/TypeScript,True,2,7,True,not_run,not_run
swe,markedjs__marked-684,markedjs/marked,86214bbce13ab5f2cd5faac3adb5d31653be782e,0.5,JavaScript/TypeScript,True,3,7,True,not_run,not_run
swe,markedjs__marked-1435,markedjs/marked,ae9484d35939d2bf72e038c0977cb2eeab4495f7,0.6,JavaScript/TypeScript,True,4,7,True,not_run,not_run
swe,markedjs__marked-2627,markedjs/marked,2c9728da0c36ba30ac91362bdcd93bdc63a1bd35,4.1,JavaScript/TypeScript,True,5,7,True,not_run,not_run
swe,markedjs__marked-1674,markedjs/marked,0cd85983ce810c5f833c939cdf66b341dc2d6825,1.0,JavaScript/TypeScript,True,6,7,True,not_run,not_run
swe,markedjs__marked-2483,markedjs/marked,b01ae92d1a57cfda9f8dc82c11b152db3a77cc8d,4.0,JavaScript/TypeScript,True,7,7,True,not_run,not_run
swe,markedjs__marked-1889,markedjs/marked,c8783a3c1087c5a899ea6c1b96eb8a8e89fcd739,1.2,JavaScript/TypeScript,True,8,7,False,not_run,not_run
swe,markedjs__marked-1683,markedjs/marked,8cfa29ccd2a2759e8e60fe0d8d6df8c022beda4e,1.1,JavaScript/TypeScript,True,9,7,False,not_run,not_run
swe,markedjs__marked-1262,markedjs/marked,579f7bfb562bdeeaf0ee98deaba5a8334f9602d1,0.3,JavaScript/TypeScript,True,10,7,False,not_run,not_run
swe,markedjs__marked-1936,markedjs/marked,18207d18b14c00cb33d3e6090177851b3fa57109,2.0,JavaScript/TypeScript,True,11,7,False,not_run,not_run
swe,markedjs__marked-1821,markedjs/marked,73f10d3a9a11657c08747095b58615e9cf9496e9,1.2,JavaScript/TypeScript,True,12,7,False,not_run,not_run
swe,processing__p5.js-6111,processing/p5.js,113b99ea8b249285f1ba2c09d869f0288a256cd4,1.6,JavaScript/TypeScript,True,1,8,True,not_run,not_run
swe,processing__p5.js-3709,processing/p5.js,5561fd0b2c378132fc3cc6705fc3f72463a0e03c,0.8,JavaScript/TypeScript,True,2,8,True,not_run,not_run
swe,processing__p5.js-5917,processing/p5.js,ce831a839b6ab8792adc31cdf1942ea89d69e29b,1.5,JavaScript/TypeScript,True,3,8,True,not_run,not_run
swe,processing__p5.js-5794,processing/p5.js,aeda6d2f54b8567bababa6a01676e613e3513088,1.4,JavaScript/TypeScript,True,4,8,True,not_run,not_run
swe,processing__p5.js-5555,processing/p5.js,196d3afbf44de116c84936ff20cf4a5b8056ccb7,1.4,JavaScript/TypeScript,True,5,8,True,not_run,not_run
swe,processing__p5.js-5970,processing/p5.js,69702de9f245b2b960fa24f127e5e3b2b3d21ecc,1.5,JavaScript/TypeScript,True,6,8,True,not_run,not_run
swe,processing__p5.js-5915,processing/p5.js,caa727cd577b71df22a4234aa62d3fa3de887655,1.5,JavaScript/TypeScript,True,7,8,True,not_run,not_run
swe,processing__p5.js-4561,processing/p5.js,4364d604c4cd527b39449c07febc76dde1a4fab6,1.0,JavaScript/TypeScript,True,8,8,True,not_run,not_run
swe,processing__p5.js-3769,processing/p5.js,f310e50d8b94ade1ed6b5759b0713d3a67301517,0.8,JavaScript/TypeScript,True,9,8,False,not_run,not_run
swe,processing__p5.js-5771,processing/p5.js,c9fb107b94ffa5f2b905509a0407588b85476b02,1.4,JavaScript/TypeScript,True,10,8,False,not_run,not_run
swe,processing__p5.js-5855,processing/p5.js,4bd856aab025d4081d650d45402c7fcab78ccb1e,1.5,JavaScript/TypeScript,True,11,8,False,not_run,not_run
swe,processing__p5.js-5305,processing/p5.js,efd946e7fcaf5d1f05e40209781520ec7cfad98a,1.3,JavaScript/TypeScript,True,12,8,False,not_run,not_run
swe,processing__p5.js-3680,processing/p5.js,9372b29ee28c35a44ca26e66551a0c9b03c02601,0.7,JavaScript/TypeScript,True,13,8,False,not_run,not_run
swe,processing__p5.js-3068,processing/p5.js,52151068bdc7e95150a189392fbd5ec0a48318f0,0.6,JavaScript/TypeScript,True,14,8,False,not_run,not_run
swe,processing__p5.js-6069,processing/p5.js,0cf6487547791c9ef9519752f5b434abe27857b4,1.6,JavaScript/TypeScript,True,15,8,False,not_run,not_run
